product,shop_name,price,listing_age,total_views,views_per_month,total_reviews,total_favorites,avg_reviews,shop_age,total_shop_sales,category,listing_type
"Personalized Music Box Rotating Dandelion Night Light, Epoxy Resin Luminous Crystal Ball, Wooden Music Box, Christmas Gift,Gift for Birthday",,$61.59,22,"15,052",684.2,12,344,1,29,436,Art & Collectibles,Physical
"Grey Wizard Resin Lamp, Monster and Ring Handmade Decor Epoxy Resin Lamp, Unique Handmade Gift for Room Decor, Resin Night light gift",,$80.00,17,"14,954",879.6,29,609,2,25,"2,204",Home & Living,Physical
"BROKEN GUNDAM in Antarctic Resin Lamp, Custom Gundam Epoxy Lamp, Resin Wood Art Deco Lamp, Personalized Gift for Boyfriend",,$68.80,30,"14,938",497.9,15,395,1,66,"55,400",Home & Living,Physical
"Miku resin lamp, Custom anime Night Lamp, epoxy resin lamp, Handmade Resin & Wood Lamp, Custom Night Light, Handcrafted Gift",,$116.17,13,"14,934",1148.8,16,558,1,54,"22,721",Home & Living,Physical
"Galaxy Starship Resin Lamp, LED Sci-Fi Spaceship Light, Gamer Room Decor,Space Night Light Gift, Geek Gift for Him Her, Halloween Xmas gift",,$80.00,6,"14,878",2479.7,23,668,4,15,"1,157",Home & Living,Physical
"Captain epoxy lamp, Super Hero diorama lamp, Custom Captain movie Epoxy Night Light Movie lamp resin lamp Christmas gift for him",,$121.11,18,"14,875",826.4,19,522,1,58,"22,719",Home & Living,Physical
"Pokemon resin lamp, custom resin lamp, epoxy lamp, pokemon gifts, custom night light, resin night light, epoxy resin lamp",,$137.98,35,"14,851",424.3,21,592,1,59,"12,310",Home & Living,Physical
"Sea Turtle Resin Ocean Lamp- Sea Creatures, Coral Beauty, Marine Life Glow, Unique Gift for Ocean Lovers, mother's day gifts, Grandmom Gifts",,$60.00,25,"14,768",590.7,12,341,0,34,"16,179",Home & Living,Physical
Cute Mew Diorama Collector’s Item,,$59.91,32,"14,758",461.2,4,"1,526",0,32,48,Art & Collectibles,Physical
"Resin Stone Flower Lamp: Handmade Night Light, Home Decor Art",,$310.00,61,"14,704",241.0,0,427,0,94,677,Home & Living,Physical
"Resin Sonic Night Light, Epoxy Resin Lamp for Gamers, 16RGBs LED Display Handmade Decor",,$88.00,9,"14,669",1629.9,22,522,2,63,"6,112",Home & Living,Physical
Handcrafted Lily Flower LED Floor Lamp | Nature Inspired Home Decor,,$299.00,7,"14,667",2095.3,5,"1,429",1,16,74,Home & Living,Physical
"Silikonform / Gießform Leuchtbäume / Tannenbaum für LED Lichterkette / Klein, Mitte oder Groß wählbar /Baum unterschiedliche Designs/ Raysin",,$11.49,19,"14,641",770.6,52,253,3,26,"16,660",Home & Living,Physical
"Living Wall With Waterfall Resin Lamp for Nature Lover, Unique 3D Art Nightlight",,$96.89,23,"14,553",632.7,7,351,0,41,"3,019",Art & Collectibles,Physical
"Hammerhead shark & Diver Night light, Miniscule Worlds Lamp, Large Epoxy Resin Wood, Birthday Kids gift, Father's Day Gift for Him",,$146.00,42,"14,527",345.9,12,612,0,64,"20,210",Home & Living,Physical
"Manatee & Octopus Resin Night Light - Epoxy Sea Animal Decor for bedroom, mother's day gifts",,$99.00,27,"14,481",536.3,15,620,1,34,"16,179",Home & Living,Physical
"FF7 Buster Sword Night Light - Handcrafted Resin Wood Lamp, Ideal Birthday Gift for Gamers, Father's Day Gift for Him, Bookshelf decor",,$79.00,23,"14,449",628.2,40,930,2,64,"20,210",Home & Living,Physical
"Customer Hunter monster Lamp, Valentine Gift Ice Dragon, The Iceborne Wyvern, Ice Dragon that, Freezes All, Lord of the Tundra, Lord of Ice",,$150.00,16,"14,433",902.1,9,268,1,39,"20,551",Home & Living,Physical
UV Resin Cure Light: Hollow 3D Print Curing Tool,,$13.99,37,"14,395",389.1,162,236,4,37,"5,271",Electronics & Accessories,Physical
"Epoxy lamp, darkrai pokemon lamp, pokemon gift, pokemon birthday, epoxy resin lamp, epoxy night light, custom epoxy lamp, bedside lamp",,$117.98,18,"14,390",799.4,10,510,1,59,"12,310",Home & Living,Physical
"Zelda Resin Lamp – Handmade Wood & Epoxy Night Light, Tears of the Kingdom Inspired Zelda Gaming Desk Decor",,$104.00,5,"14,372",2874.4,7,263,1,53,593,Home & Living,Physical
"Gift for Mom on Birthday, Fern Light Table Lamp, Gift for Her Wood Epoxy Resin Fern Home Decor Modern Lamp for Table, Design Bedside Lamp",,$308.57,99,"14,244",143.9,2,"1,580",0,101,"14,703",Home & Living,Physical
"DEEP BLUE SEA Epoxy Lamp, Custom Epoxy Resin Lamp, Resin Night Light, Resin Wood Art Lamp, Custom Night Light, Personalized Night Light",,$163.33,48,"14,225",296.4,44,620,1,66,"55,400",Home & Living,Physical
"resin Warship diorama, Sculpture with Explosion, Submarine, Art For Military Navy Armament Lover",,$346.64,45,"14,217",315.9,1,290,0,53,408,Art & Collectibles,Physical
"Resident Evil Ne.me.sis Biolab Epoxy lamp, Anime Night light Resident Evil Fan PC Gamer Gift, Table Lamp, Resident evil statue",,$169.75,20,"14,213",710.6,8,682,0,64,"62,570",Home & Living,Physical
Natural Jellyfish (mini),,$30.00,73,"14,172",194.1,25,437,0,73,570,Home & Living,Physical
Handmade Resin Pumpkin Halloween Night Light: Wood Base Epoxy Lamp,,$109.80,33,"14,154",428.9,17,"1,161",1,54,"31,299",Home & Living,Physical
"3D Floral Resin Skull Head, Decorative Sculpture Art, One of A Kind, Desk Lamp, Night Light, Gift For Him, Quirky Christmas Birthday Gift",,$10.60,30,"14,136",471.2,60,"1,001",2,33,408,Art & Collectibles,Physical
"Cute Stit.ch resin lamp, Cute Cartoon Night Lamp, custom lamp, Christmas decor, custom resin night light Christmas Gift idea Gift for kids",,$121.11,17,"14,048",826.4,10,529,1,58,"22,719",Home & Living,Physical
FR0STMOURNE SW0RD night light - FIREL!NK GREATSW0RD lamp - Lich King Sword Display Resin Decor,,$58.00,19,"14,035",738.7,19,433,1,39,"17,432",Home & Living,Physical
"Large Sphere Silicone Molds, Crystal Ball Lamp Silicone Mold, 3D Spherical Casting Resin Mold",,$3.00,56,"14,024",250.4,68,998,1,71,"3,957",Craft Supplies & Tools,Physical
Jellyfish Swarm Resin Desk Light Underwater Scuba Epoxy Sculpture for Ocean Lovers,,$96.89,28,"14,023",500.8,13,"1,011",0,41,"3,019",Art & Collectibles,Physical
"Go.mu Devil Fruit Resin Lamp, Pirate Devil Fruit Custom Night Light, Custom resin Lamp, King Pirated Lamp, Gift For Him, Christmas gift",,$92.00,12,"14,010",1167.5,17,630,1,50,"10,764",Home & Living,Physical
"Cart Game, Mother of Machines Figure, Grand Cenobite, Elesh Norn Card, Legendary Creature Cart, Epoxy resin lamp, Mother day Gift, Game Clip",,$135.00,24,"14,009",583.7,12,726,1,39,"20,551",Toys & Games,Physical
"Diorama Anime Epoxy resin lamp, Calcifer Night Light, Kids gift, Desk lamp decor, Game room decor gift for him, howl's moving castle",,$50.00,9,"14,005",1556.1,27,"1,743",3,25,"2,204",Home & Living,Physical
"Galaxy Resin Lamp Night Light, Space Lamp Gift for Him, Dream Big Night Light, Unique Father Son Gift, Sci Fi Bedroom Decor",,$83.98,10,"13,997",1399.7,20,649,2,16,598,Home & Living,Physical
N.ier Aut.om.ata diorama resin Lamp Terrarium Personalized Night Light miniature Gamer Gifts diorama lamp Gamer gifts for him,,$171.25,22,"13,975",635.2,23,803,1,64,"62,570",Home & Living,Physical
"Diorama M.a.jor.a Mask Resin Lamp, Handmade Zel.da Light gift, Legend of Z resin Night light, Custom Night Lamp, epoxy resin lamp, Gift",,$115.41,13,"13,966",1074.3,19,780,1,54,"22,721",Home & Living,Physical
"Space Warrior Resin Lamp , Galaxy Room Decor , Futuristic Desk Light , Fan Inspired Gift, Unique Gift, Christmas Gift for Him",,$99.90,6,"13,848",2308.0,17,450,3,43,"15,304",Home & Living,Physical
"Ocean Resin Lamp,Octopus and diver resin night light,Wood Resin Lamp,handmade furniture and decor,Christmas gifts,Birthday gifts,Kid gifts",,$109.80,38,"13,787",362.8,17,777,0,43,"15,304",Home & Living,Physical
"Nuclear Explosion Bomb Diorama, model LIGHT night lamp nuke fallout little boy , Atomic bomb Lamp, handmade light shade",,$135.00,35,"13,742",392.6,11,618,0,39,"20,551",Home & Living,Physical
"Diorama alien monsters fight lamp, alien movie Resin Lamp, Space Resin Lamp, Personalized Night Light, Sci-Fi Horror Being, Xmas 2025",,$109.80,6,"13,684",2280.7,33,532,6,54,"31,299",Home & Living,Physical
"Resin Koi Fish Lamp,Koi Fish Decor,Resin Night Light,Miniature Resin Fish,Custom Epoxy Resin Lamp,Custom Night Light",,$150.00,40,"13,669",341.7,14,982,0,59,"1,369",Home & Living,Physical
"White dragon resin lamp box, anime resin lamp, anime artisan resin lamp box, handmade resin lamp box, gift for anime fan, kid night light.",,$222.65,18,"13,615",756.4,9,931,1,19,"1,353",Home & Living,Physical
"Handmade Kodama Lamp: Japanese Forest Spirit Resin Art Light,Unique Christmas, Gift for her",,$129.44,15,"13,607",907.1,27,"1,280",2,38,837,Home & Living,Physical
Handmade Robot Resin Lamp: Wall-E & Eve Inspired Night Light,,$80.00,5,"13,593",2718.6,24,"1,235",5,25,"2,204",Home & Living,Physical
"Mystery Ocean Resin Lamp, Resin Epoxy Lamp, Desk Lamp, Table Lamp, Custom Night Light Epoxy Lamp, Home Decor, Resin Dioramas Unique Gift",,$247.50,32,"13,554",423.6,4,646,0,66,"55,400",Home & Living,Physical
Freediving Resin Night Light: Deep Sea Diver Scene,,$98.98,46,"13,526",294.0,19,620,0,107,"5,158",Home & Living,Physical
"Godzilla Handmade decor Epoxy Lamp- diorama resin lamp, handmade gifts for him, home decoration, godzilla lamp, mother's day",,$99.80,26,"13,437",516.8,5,290,0,39,"17,432",Home & Living,Physical
Handmade Super Adventure Resin Lamp | Epoxy Table Night Light for Kids | Gaming Room & Playroom Decor | Unique Christmas Gift,,$108.00,6,"13,406",2234.3,19,375,3,10,386,Home & Living,Physical
"MANTA RAYS Epoxy Lamp, Custom Epoxy Resin Lamp, Resin Night Light, Resin Wood Art Lamp, Custom Night Light, Personalized Night Light",,$163.33,34,"13,403",394.2,30,738,1,66,"55,400",Home & Living,Physical
"Millennium Falcon resin night light - desk lamp, gift for him, resin wood lamp, Space ship statue for gaming decor, star war gift for him",,$99.90,38,"13,394",352.5,31,721,1,39,"17,432",Home & Living,Physical
Handmade Scuba Diver Resin Lamp: Shark Art Ocean Night Light,,$163.40,19,"13,373",703.8,18,438,1,58,"2,032",Home & Living,Physical
"H.A.L.0 M4sterChlef Resin Lamp, Halo Figure, Game Diorama Lamp, Gamer Desk Lamp, Gaming Room Decor, Christmas Gift for Gamer, Boyfriend Gift",,$121.82,6,"13,335",2222.5,20,500,3,33,"6,921",Home & Living,Physical
"Custom Vegeta Resin epoxy Lamp - anime resin night light, DBZ decor for him, dragon ball z resin lamp, Dragon Ball lamp",,$99.80,18,"13,238",735.4,20,370,1,39,"17,432",Home & Living,Physical
"Submariner Shark Night Light, Veterans Gifts Resin Wood Lamp, Gifts for military fans, Father's Day Gift for Him, USS Nautilus",,$146.00,38,"13,238",348.4,17,538,0,64,"20,210",Home & Living,Physical
"EXCLUSIVE Handmade Fire Dragon Resin Lamp – Fantasy Draconic Night Light, Mystical Flame-Breathing Resin Dragon Decor for Home or Gift",,$99.00,13,"13,228",1017.5,18,628,1,24,829,Home & Living,Physical
Spider Comic Resin Lamp for Superhero fans,,$96.89,27,"13,218",489.6,12,654,0,41,"3,019",Art & Collectibles,Physical
Acrylic LED Floor Lamp: Modern Ambiance Lighting,,$185.00,34,"13,217",388.7,4,466,0,62,"1,053",Home & Living,Physical
Astronaut entering into the Black Hole Epoxy Lamp Space Night Light Astronaut Resin Lamp Galaxy Lamp Custom night light decor,,$123.75,30,"13,192",439.7,18,590,1,64,"62,570",Electronics & Accessories,Physical
Sphere Resin Molds-Night Light Lamp Silicone Mold-3D Spherical Planet Ball Mold-Dried Flower Resin Art-Dandelion Night Light lamp mold,,$4.68,60,"13,175",219.6,20,422,0,105,"126,278",Craft Supplies & Tools,Physical
Dandelion Seed Resin Cube: Personalized Desk Decor with Engraved Wood Base,,$44.00,59,"13,172",223.3,20,519,0,62,"2,469",Home & Living,Physical
"Tiger Shark and Diver Resin Lamp, White Shark and Jellyfish Epoxy Resin Night Lights for Home Decor, Unique Gift for Couple, Gift for Dad",,$60.00,29,"13,168",454.1,18,512,1,34,"16,179",Home & Living,Physical
"Octopus & Scuba Diver Ocean Resin Lamp: Night Light Desk Decor, Personalized Birthday Gift for Him, Men, Dad, Boyfriend, Ocean Home Decor",,$99.98,6,"13,142",2190.3,21,381,4,60,"5,169",Home & Living,Physical
"Large Epoxy lamp Nightlight, Resin Shark and turtle wood lamp, Scuba diving gift, Bedside Lamp, Bedroom Lights",,$950.00,48,"13,142",273.8,2,473,0,62,"6,685",Home & Living,Physical
"Thous.and Sunny Lamp, Anime Epoxy Resin Lamp, Custom Resin Epoxy Lamp, King Pirate Ship Lamp, Anime Gift, Birthday Gift, christmas gift",,$92.00,18,"13,120",728.9,8,633,0,50,"10,764",Home & Living,Physical
Frostmourne Sword Resin Lamp: Handmade Warcraft Gaming Decor,,$59.88,13,"13,114",1008.8,33,678,3,63,"6,112",Home & Living,Physical
"Made to Order Epoxy Lamp,Desk Lamp,Resin Lamp,Epoxy Night Lamp,bedside lamp,resin lamp,unique lighting,Wood Lamp,Table Lamp,industrial lamp",,$310.00,69,"13,087",189.7,2,331,0,86,"2,962",Home & Living,Physical
Dobby Resin Lamp | Handmade Epoxy Wizard Night Light | Desk & Playroom Decor | Unique Custom Christmas Gift,,$87.80,6,"13,076",2179.3,13,457,2,10,639,Home & Living,Physical
"The Ring of Flame – Handcrafted Dark Art Lamps, christmas gift gaming decor for him",,$99.90,26,"13,072",502.8,13,531,1,34,"16,179",Home & Living,Physical
Handmade Anime G3ngar Resin Lamp: Unique Night Light Decor,,$88.00,9,"13,069",1452.1,13,528,1,63,"6,112",Home & Living,Physical
"Dolphin Diver Resin Night Light, Ocean Art Lamp",,$63.30,58,"13,020",224.5,11,467,0,66,"5,455",Home & Living,Physical
"Flower Vase Wood Resin Epoxy, Custom Epoxy Resin Lamp, Resin Night Light, Resin Wood Art Lamp, Custom Night Light, Personalized Night Light",,$300.00,42,"12,986",309.2,23,436,1,66,"55,400",Home & Living,Physical
"Custom Lamp Dragon resin epoxy, night light wood, dragon lover gift, personalized handmade gift, bedside lamp, gift for him Christmas Gift",,$140.60,19,"12,963",682.3,29,536,2,68,904,Home & Living,Physical
Lava Epoxy Resin Lamp: Tall Wooden Bedside Light,,$164.00,22,"12,962",589.2,3,257,0,62,"1,053",Home & Living,Physical
"Cthulhu Resin Lamp, Cthulhu Art Resin Wood Night Light Desk Decor Personalized Night Light Cthulhu miniature gift for him Gaming Gifts",,$148.75,18,"12,937",718.7,21,605,1,64,"62,570",Home & Living,Physical
"Orca Whale and turtle resin wood lamp ,Killer whale resin lamp,handmade furniture,Epoxy and Wooden Night Lights,Gift for dad,birthday gifts",,$109.80,35,"12,913",368.9,19,622,1,43,"15,304",Home & Living,Physical
Creative bottle night light silicone mold-Silicone bottle mold-Epoxy resin bottle mold for night light DIY-Small table lamp mold,,$1.60,62,"12,901",208.1,16,"1,447",0,87,"69,375",Craft Supplies & Tools,Physical
Jinx Arcane Resin Lamp | League of Legends Inspired Epoxy Light | Handmade Gamer Room Decor Gift,,$106.57,6,"12,901",2150.2,10,907,2,19,"1,353",Home & Living,Physical
High transparent silicone sphere mold-9 sizes sphere resin molds-round ball mold-ball lamp mold-epoxy resin mold-resin art mold-sphere mould,,$1.80,53,"12,861",242.7,38,559,1,105,"126,278",Craft Supplies & Tools,Physical
"Customer Hallowen Idea Gift, gifts for him, Halloween gifts, personalized gifts, diorama resin epoxy, monster resin lamp, Monster Figure",,$140.00,22,"12,841",583.7,20,488,1,39,"20,551",Home & Living,Physical
Ruby Red Vintage Style vanity set/ brush holder/Candy Dish: Multifunctional Home or Office Decor/ resin fairy lamp,,$26.50,42,"12,832",305.5,9,"1,819",0,63,"2,407",Home & Living,Physical
ANIME Night Lamp Epoxy lamp handmade from wood and resin Custom Anime Night Light wood lamp Anime Night light Gift for him Custom Anime,,$135.00,18,"12,803",711.3,11,335,1,39,"20,551",Art & Collectibles,Physical
"Minimal Moroccan Lamp – Gourd Table Lamp, Acacia Wood Base",,$190.73,47,"12,776",271.8,14,"2,405",0,151,"2,090",Home & Living,Physical
"Ar.se.ne Persona 5 Epoxy lamp Lamp, Phantom Thieves Resin Night Light, Anime Gamer Room Decor, Manga Wall Light, Valentine Gift for Her Him",,$137.25,7,"12,757",1822.4,28,544,4,64,"62,570",Home & Living,Physical
Miniature Resin Furniture: DIY Crafting Embellishments,,$3.42,33,"12,756",386.5,6,530,0,68,"50,332",Craft Supplies & Tools,Physical
"Darth Vader Diorama Lamp: Handmade Star Wars Resin Night Light, light saber Gaming Decor, desk decor lamp ,Christmas Gifts, father's day",,$98.00,10,"12,719",1271.9,13,587,1,14,316,Home & Living,Physical
Monolith Resin Lamp: Epoxy Resin & Wood Night Light,,$210.00,41,"12,705",309.9,4,519,0,62,"1,053",Home & Living,Physical
"Star W.ars Dar.th Re.van epoxy resin lamp, Darth Vader diorama lamp, Custom S.tar Wars Epoxy Night Light, mother's day gift ideas",,$99.80,19,"12,700",668.4,29,428,2,39,"17,432",Home & Living,Physical
Farm raised jellyfish,,$50.00,72,"12,694",176.3,10,391,0,73,570,Art & Collectibles,Physical
"Kpop Hunter Tiger Figurine: Derpy figure, Sussie Model",,$10.00,9,"12,657",1406.3,28,507,3,22,"2,416",Art & Collectibles,Physical
"Diorama Battle Robot Lamp, Custom Gun.dam Resin, Gift for Hallowen, Gift for kids, Robot Figure, table lamp, gift for him, gamer gift",,$109.80,7,"12,652",1807.4,31,487,4,54,"31,299",Home & Living,Physical
"Wolf howling at the moon Night Light, Wildlife Night Lights, Epoxy Wood Lamp, Epoxy Resin Table Light, Resin Night Light, Christmas gift",,$30.99,34,"12,525",368.4,3,391,0,50,"10,764",Home & Living,Physical
"Master Sword Night Light with Silent Flower, Handmade Gift for Gamers & Him Master Sword gift",,$99.80,18,"12,507",694.8,15,609,1,39,"17,432",Home & Living,Physical
3D Resin Ocean Scene - Summer Ocean Resin Lamp: Tropical Fish & Coral Reef Desk Decor with LED SA30,,$98.59,9,"12,491",1387.9,6,419,1,14,178,Home & Living,Physical
"Desert Worm Resin Lamp, Handmade Epoxy Wood Light, Fantasy Creature Lamp, Gamer Desk Lamp, Unique Night Light, Sci-Fi Gift for Him",,$121.11,6,"12,467",2077.8,22,546,4,58,"22,719",Home & Living,Physical
"Scuba Diver Sea Turtle Epoxy Resin Night Light,Diving Personalised Handmade Wooden Light,Unique Home Decor Gift,Gift for Him,Halloween Gifts",,$99.90,25,"12,463",498.5,20,388,1,66,"5,455",Home & Living,Physical
"SCUBA DIVER Epoxy Lamp, Custom Epoxy Resin Lamp, Resin Night Light, Resin Wood Art Lamp, Custom Night Light, Christmas Gifts",,$163.33,34,"12,408",364.9,39,461,1,66,"55,400",Home & Living,Physical
"Lu.f.fy G-e.ar 5 Resin Lamp, Handmade 1 Piec.e LED Light, Anime Night Lamp, Christmas Gift Gift for Him",,$88.02,6,"12,348",2058.0,4,396,1,20,"1,089",Home & Living,Physical
"Deer handmade epoxy resin ornaments under the cherry blossom tree, pink handmade epoxy resin atmosphere lamp, New Year gift",,$45.73,21,"12,333",587.3,22,702,1,66,221,Home & Living,Physical
"The Paintress Expedition 33 Resin lamp, Handmade Resin & Wood Lamp",,$95.54,8,"12,317",1539.6,26,392,3,25,"1,770",Home & Living,Physical
"Christmas Tree Silicone Mold: Resin Ornament, Candle Mold",,$8.18,31,"12,273",395.9,36,498,1,41,"5,663",Craft Supplies & Tools,Physical
The Earth and Astronaut Epoxy Lamp SPACE Lights Lamp Decor Desk Lamp Space Home Decoration Back to school gifts handmade art,,$121.11,21,"12,238",582.8,18,837,1,58,"22,719",Home & Living,Physical
Frostmourne Sword Resin Lamp: Wow Gaming Room Decor,,$88.00,14,"12,207",871.9,6,151,0,63,"6,112",Home & Living,Physical
WOLF in HUNTER'S MOON Aurora Borealis Epoxy Lamp Alaska Decor Northern Lights Lamp Decor Desk Lamp Boho Home Decoration Wolf Decoration,,$121.11,32,"12,193",381.0,27,947,1,58,"22,719",Home & Living,Physical
